26,-0.010316,0.250198,-0.979125
42,-0.017152,0.270219,-0.975096
58,-0.021913,0.269853,-0.959958
73,-0.028627,0.267533,-0.940792
89,-0.035708,0.253495,-0.921382
105,-0.040957,0.239211,-0.904779
120,-0.046817,0.222487,-0.889153
136,-0.049991,0.203321,-0.887688
152,-0.052066,0.177318,-0.888299
167,-0.051822,0.163889,-0.896356
183,-0.053043,0.157663,-0.906488
198,-0.047793,0.15864,-0.925044
214,-0.043154,0.14924,-0.942379
230,-0.039736,0.147409,-0.952878
245,-0.035097,0.139474,-0.964597
261,-0.03229,0.127144,-0.976683
277,-0.029238,0.123237,-0.978392
292,-0.027162,0.117866,-0.979735
308,-0.023256,0.115302,-0.975707
323,-0.018861,0.112495,-0.966917
339,-0.011414,0.117744,-0.97473
355,-0.010193,0.120674,-0.981078
370,-0.003479,0.134835,-0.994995
386,0.001892,0.195752,-1.006836
401,0.005188,0.228957,-1.036867
417,-0.008729,0.216627,-1.069218
433,-0.012513,0.211988,-1.067509
448,-0.006043,0.204663,-1.057987
464,-0.011658,0.201123,-1.041262
480,-0.021303,0.19685,-1.012574
495,-0.029482,0.182567,-0.983153
511,-0.022157,0.170604,-0.980223
527,-0.006653,0.189282,-0.970213
542,-0.008484,0.182811,-0.979369
558,-0.010804,0.174388,-0.98059
573,-0.023134,0.190014,-0.989257
589,-0.000061,0.168162,-1.013062
605,-0.008362,0.155588,-0.97827
620,0.013612,0.185985,-0.992675
636,0.010071,0.211622,-1.007325
652,0.017884,0.220778,-1.03113
667,0.007752,0.215162,-1.034792
683,0.011292,0.18977,-1.007569
698,0.021425,0.210523,-1.009034
714,-0.013245,0.282915,-0.953733
730,0.005799,0.213453,-0.967771
745,0.040225,0.154001,-1.032228
761,0.049502,0.170848,-1.048221
776,0.028993,0.15156,-1.019655
792,0.04816,0.155222,-0.979613
808,0.042178,0.167308,-0.997803
823,0.03229,0.165965,-0.995727
841,0.0141,0.166331,-0.988403
855,0.01764,0.182689,-0.991577
870,0.033144,0.203443,-1.002197
886,0.036196,0.186718,-1.011964
901,0.03351,0.185131,-1.004395
917,0.024965,0.196728,-1.015016
933,0.031069,0.215895,-1.009522
948,0.024477,0.217481,-1.014405
964,0.019349,0.230056,-1.029421
980,0.022279,0.231276,-1.026003
995,0.026064,0.201489,-1.016358
1011,0.0235,0.194897,-1.008057
1026,0.018251,0.196362,-1.010987
1042,0.019105,0.203443,-1.006104
1058,0.017762,0.191113,-0.998413
1073,0.017396,0.167674,-0.999512
1089,0.012025,0.154123,-0.984496
1105,0.016297,0.172557,-0.977171
1120,0.015077,0.174266,-0.983153
1136,0.018861,0.168772,-0.979003
1152,0.021181,0.181835,-0.972899
1167,0.013612,0.198071,-1.002564
1183,0.024843,0.18977,-1.00647
1198,0.021181,0.214063,-1.001831
1214,0.030703,0.236282,-1.01294
1230,0.030092,0.231765,-1.007081
1245,0.019716,0.237991,-1.001099
1261,0.036318,0.233962,-1.018434
1277,0.039004,0.237502,-1.009156
1292,0.03644,0.237502,-1.007569
1308,0.038271,0.243728,-1.01001
1324,0.044864,0.235915,-1.006348
1339,0.036562,0.219557,-1
1355,0.037539,0.206128,-1.002442
1370,0.038149,0.211744,-1.002442
1386,0.037173,0.224562,-0.988158
1401,0.031435,0.221266,-0.983886
1417,0.031801,0.21211,-0.992309
1433,0.026918,0.199658,-0.993896
1448,0.023622,0.210035,-1.002564
1464,0.031557,0.221266,-1.00354
1480,0.032778,0.213209,-0.99707
1495,0.036562,0.214063,-0.991455
1511,0.031923,0.224196,-0.998779
1527,0.036562,0.233474,-1.012574
1542,0.039492,0.228713,-1.012574
1558,0.041201,0.212965,-1.006104
1573,0.036562,0.212598,-1.00061
1589,0.032778,0.209669,-0.995117
1605,0.034487,0.210523,-0.989623
1620,0.037295,0.220656,-0.995605
1636,0.039492,0.214674,-0.996094
1652,0.04169,0.200024,-0.994751
1667,0.034975,0.196606,-0.994506
1683,0.038271,0.20625,-0.99414
1698,0.034365,0.224196,-1.009644
1714,0.03937,0.210035,-1.00293
1730,0.036929,0.207837,-0.989379
1745,0.0329,0.216871,-1.003052
1761,0.033999,0.221266,-1.007569
1777,0.037905,0.202588,-1.004151
1792,0.038393,0.200269,-1.001709
1808,0.040225,0.210767,-1.001709
1824,0.03351,0.213453,-0.999268
1841,0.036806,0.214918,-0.995605
1855,0.036196,0.206861,-1.003784
1870,0.031923,0.205518,-0.997681
1886,0.035708,0.21565,-1.00293
1901,0.039004,0.208936,-1.002197
1917,0.039614,0.209302,-0.996582
1933,0.035708,0.212965,-1.004029
1948,0.030214,0.206006,-0.994506
1964,0.032167,0.207715,-0.991821
1980,0.037051,0.21504,-1.006714
1995,0.032656,0.206006,-1.010499
2011,0.036074,0.192333,-0.995727
2027,0.037295,0.198193,-0.989135
2042,0.040591,0.215772,-0.991088
2058,0.036806,0.21211,-0.996826
2073,0.037539,0.216993,-0.997192
2089,0.038027,0.209546,-0.999145
2105,0.032656,0.203321,-1.004517
2120,0.040103,0.21443,-1.004883
2136,0.04291,0.215406,-1.010621
2152,0.03644,0.212598,-1.009644
2167,0.033266,0.204908,-0.997803
2183,0.036684,0.20625,-0.995361
2198,0.035464,0.20625,-1
2214,0.037539,0.208692,-0.997314
2230,0.039492,0.210279,-1.002075
2245,0.03644,0.202832,-0.990722
2261,0.036196,0.19685,-0.993652
2277,0.038149,0.196484,-0.994629
2292,0.031435,0.206495,-0.996948
2308,0.034609,0.2209,-1.006592
2323,0.038149,0.221144,-1.008912
2339,0.03351,0.210523,-1.007813
2355,0.034609,0.204419,-1.010377
2370,0.038882,0.203931,-1.004395
2386,0.027773,0.207471,-1.000122
2401,0.03351,0.210645,-1.007935
2417,0.033877,0.207837,-1.001465
2433,0.042666,0.200146,-0.985595
2448,0.044742,0.19917,-0.994018
2464,0.03644,0.198193,-0.988769
2480,0.031435,0.197827,-0.989868
2495,0.033022,0.212965,-0.995117
2511,0.037783,0.215895,-0.998779
2526,0.036074,0.197827,-1.006348
2542,0.033999,0.197705,-1.006226
2558,0.037173,0.213453,-1.00879
2573,0.041323,0.2209,-1.010621
2589,0.038271,0.217848,-1.000977
2605,0.041323,0.209424,-1.000244
2620,0.037295,0.204419,-1.006104
2636,0.03583,0.20857,-0.999145
2652,0.038027,0.205884,-0.991088
2667,0.035097,0.192822,-0.9906
2683,0.033632,0.19685,-0.989135
2699,0.029604,0.192333,-0.992553
2714,0.02936,0.201001,-0.997681
2730,0.035219,0.218824,-1.005005
2746,0.035464,0.218946,-1.005616
2762,0.039248,0.219923,-1.013795
2777,0.039614,0.20564,-1.006104
2793,0.038271,0.206372,-1.005982
2809,0.036074,0.207593,-0.998901
2824,0.033022,0.203198,-0.995239
2840,0.032534,0.200146,-0.99292
2855,0.034365,0.198071,-0.992065
2871,0.03583,0.205518,-1.006836
2886,0.037051,0.20564,-0.992309
2902,0.033754,0.206006,-0.998169
2918,0.033388,0.209424,-1.005494
2933,0.026186,0.212721,-1.001099
2949,0.033022,0.207105,-1.011842
2965,0.033266,0.204297,-1.011964
2980,0.03644,0.204419,-0.992309
2996,0.035586,0.212598,-1.000244
3012,0.035586,0.227858,-1.010621
3027,0.034731,0.210767,-0.992187
3043,0.03351,0.188427,-0.987182
3059,0.033388,0.206128,-1.000977
3074,0.032656,0.223952,-1.009522
3090,0.033877,0.20857,-0.999023
3105,0.039736,0.197095,-0.993286
3121,0.03351,0.203687,-0.997314
3137,0.032045,0.226393,-1.002075
3152,0.033632,0.223463,-1.014771
3168,0.035586,0.192333,-1.010377
3184,0.032167,0.1927,-1.001709
3199,0.033877,0.198193,-1.002564
