      21,   0.021303,  -0.032534,   1.206067
      37,   0.011292,  -0.049747,   1.223891
      52,  -0.002625,  -0.082708,   1.253189
      68,   0.019593,  -0.051212,   1.227309
      84,   0.037539,  -0.044864,   1.202771
      99,   0.059269,   0.013245,   1.181896
     115,   0.105536,   0.062443,   1.142343
     130,   0.117012,   0.047061,   1.144296
     146,   0.119941,   0.034365,   1.143319
     162,   0.131539,   0.024477,   1.130013
     177,   0.131661,   0.022035,   1.111701
     193,   0.128121,   0.015321,   1.081914
     209,   0.110786,   0.006043,   1.056034
     224,   0.085027,  -0.022279,   1.043948
     240,   0.053287,  -0.067448,   1.055057
     255,   0.028261,  -0.107978,   1.069340
     271,   0.055362,  -0.073430,   1.034304
     287,   0.054019,  -0.072697,   1.023561
     302,   0.032167,  -0.094061,   1.027345
     318,   0.011536,  -0.116645,   1.021486
     333,  -0.011048,  -0.126534,   1.007691
     349,  -0.017152,  -0.123360,   1.003906
     365,  -0.029726,  -0.142282,   1.014771
     380,  -0.040347,  -0.109443,   0.998535
     396,  -0.046206,  -0.098456,   1.016603
     412,  -0.021669,  -0.124947,   1.009400
     427,  -0.029726,  -0.090521,   0.972899
     443,  -0.009827,  -0.079045,   0.948849
     459,   0.004822,  -0.072575,   0.932003
     474,   0.000549,  -0.067448,   0.919429
     490,   0.002014,  -0.054141,   0.915278
     505,   0.049014,  -0.046573,   0.831533
     521,   0.050967,  -0.107612,   0.814564
     537,   0.085393,  -0.076115,   0.839956
     552,   0.006897,  -0.154856,   0.898431
     568,   0.050845,  -0.123360,   0.926143
     584,   0.028261,  -0.044009,   0.920649
     599,   0.019349,  -0.093084,   0.957029
     615,   0.043399,  -0.089178,   0.961301
     630,   0.020448,  -0.212476,   0.968626
     646,   0.029970,  -0.228835,   0.966429
     662,   0.046329,  -0.209180,   1.036989
     677,   0.008729,  -0.194653,   1.051151
     693,   0.011292,  -0.177806,   1.017335
     709,   0.012269,  -0.170237,   0.990844
     724,  -0.033388,  -0.140206,   0.981688
     740,  -0.013490,  -0.101996,   0.945920
     755,   0.030825,  -0.103583,   0.945065
     771,   0.041079,  -0.143136,   0.928218
     787,   0.015443,  -0.172923,   0.930294
     802,  -0.047793,  -0.141061,   0.936031
     818,  -0.026186,  -0.105658,   0.954343
     833,   0.006409,  -0.073552,   0.914912
     849,   0.035464,  -0.109565,   0.916010
     865,   0.028749,  -0.171214,   0.954587
     880,   0.003357,  -0.182323,   0.962400
     896,   0.016297,  -0.165354,   0.962888
     912,   0.047671,  -0.142282,   0.935543
     927,   0.059147,  -0.131173,   0.935665
     943,   0.037905,  -0.138619,   0.954221
     959,   0.031435,  -0.132638,   0.967039
     974,   0.044742,  -0.142160,   0.981688
     990,   0.041445,  -0.168040,   0.988525
    1005,   0.021058,  -0.158884,   0.959592
    1021,   0.006165,  -0.131783,   0.943844
    1037,   0.011414,  -0.124947,   0.919185
    1052,   0.035830,  -0.135201,   0.931392
    1068,   0.023256,  -0.133736,   0.932857
    1084,   0.025331,  -0.129097,   0.942501
    1099,   0.027773,  -0.120552,   0.951535
    1115,   0.029848,  -0.126289,   0.958127
    1130,   0.025453,  -0.136300,   0.962156
    1146,   0.020204,  -0.111396,   0.948361
    1162,   0.026674,  -0.110297,   0.943356
    1177,   0.017030,  -0.136056,   0.965574
    1193,   0.022890,  -0.129952,   0.981200
    1209,   0.042788,  -0.121284,   0.974608
    1224,   0.034609,  -0.113593,   0.953855
    1240,   0.033877,  -0.109443,   0.955197
    1255,   0.029238,  -0.127266,   0.947018
    1271,   0.039736,  -0.138863,   0.937252
    1287,   0.034243,  -0.131539,   0.950559
    1302,   0.047671,  -0.133736,   0.953610
    1318,   0.034365,  -0.121651,   0.960813
    1333,   0.034487,  -0.106147,   0.956296
    1349,   0.033754,  -0.122505,   0.966307
    1365,   0.023134,  -0.114692,   0.956296
    1380,   0.018495,  -0.117500,   0.947384
    1396,   0.029482,  -0.113471,   0.944821
    1412,   0.026674,  -0.109321,   0.942501
    1427,   0.033388,  -0.116035,   0.952634
    1443,   0.032290,  -0.128487,   0.968260
    1458,   0.029604,  -0.124580,   0.969725
    1474,   0.046084,  -0.115791,   0.970701
    1490,   0.035586,  -0.126411,   0.957151
    1505,   0.037173,  -0.127144,   0.951901
    1521,   0.042056,  -0.122383,   0.956296
    1537,   0.043887,  -0.115669,   0.947018
    1552,   0.039858,  -0.116889,   0.949460
    1568,   0.025697,  -0.117744,   0.945553
    1584,   0.027895,  -0.121040,   0.951901
    1599,   0.029482,  -0.116523,   0.949582
    1615,   0.035952,  -0.113227,   0.941647
    1631,   0.033632,  -0.114570,   0.938473
    1646,   0.040835,  -0.123115,   0.957883
    1662,   0.029116,  -0.127876,   0.968138
    1677,   0.038882,  -0.129097,   0.963987
    1693,   0.037905,  -0.124702,   0.953122
    1709,   0.041690,  -0.125191,   0.952634
    1724,   0.028871,  -0.126778,   0.953610
    1740,   0.026674,  -0.142526,   0.976927
    1756,   0.036562,  -0.126778,   0.961423
    1771,   0.042056,  -0.120674,   0.950803
    1787,   0.032290,  -0.125679,   0.950803
    1802,   0.031557,  -0.116523,   0.944943
    1818,   0.037661,  -0.114692,   0.951169
    1834,   0.032167,  -0.124702,   0.954709
    1849,   0.037905,  -0.130806,   0.953610
    1865,   0.040835,  -0.127266,   0.951901
    1881,   0.037539,  -0.121040,   0.950314
    1896,   0.044009,  -0.106879,   0.946652
    1912,   0.026186,  -0.130806,   0.945920
    1927,   0.027284,  -0.142404,   0.952023
    1945,   0.037173,  -0.138375,   0.961668
    1959,   0.045596,  -0.118599,   0.969236
    1974,   0.040347,  -0.118599,   0.954587
    1990,   0.038149,  -0.124947,   0.933468
    2005,   0.047793,  -0.130928,   0.946774
    2021,   0.032900,  -0.135323,   0.960081
    2037,   0.031435,  -0.129952,   0.969481
    2053,   0.030581,  -0.139230,   0.952145
    2068,   0.049380,  -0.132882,   0.964353
    2084,   0.043154,  -0.126778,   0.964597
    2099,   0.033022,  -0.129830,   0.951291
    2115,   0.035830,  -0.124092,   0.949582
    2131,   0.037295,  -0.112128,   0.952634
    2146,   0.049258,  -0.127754,   0.949460
    2162,   0.034121,  -0.128487,   0.945431
