  0.921016,   0.811756,   0.130806
  0.957761,   0.713239,   0.108832
  0.906855,   0.473967,  -0.028993
  0.887078,   0.355185,  -0.122017
  0.901972,   0.431484,  -0.073918
  0.905268,   0.427944,  -0.043032
  0.921626,   0.422328,   0.004090
  0.943112,   0.402918,   0.014955
  0.953122,   0.408899,   0.001160
  0.961545,   0.420497,  -0.002258
  1.002198,   0.418910,   0.008729
  1.076909,   0.354819,   0.090032
  1.104377,   0.372887,   0.236282
  1.113410,   0.294757,   0.244705
  1.175792,   0.182811,   0.181102
  1.118782,  -0.021913,  -0.068791
  1.025392,   0.128121,   0.055729
  0.973631,   0.005310,  -0.139230
  0.881096,  -0.155832,  -0.067570
  0.946530,  -0.297442,  -0.147287
  0.891351,  -0.278276,  -0.183544
  0.868522,  -0.316365,  -0.192700
  0.851553,  -0.275957,  -0.136300
  0.867301,  -0.276689,  -0.153024
  0.871818,  -0.309894,  -0.161570
  0.851309,  -0.340780,  -0.144845
  0.844839,  -0.352255,  -0.139230
  0.846304,  -0.353354,  -0.140084
  0.845205,  -0.358848,  -0.137887
  0.854850,  -0.355429,  -0.142892
  0.891961,  -0.334066,  -0.124458
  0.905634,  -0.323445,  -0.118476
  0.917598,  -0.314655,  -0.117134
  0.954953,  -0.279009,  -0.087225
  0.971922,  -0.290728,  -0.083562
  0.989257,  -0.290484,  -0.091986
  1.018434,  -0.268632,  -0.093695
  1.014405,  -0.233108,  -0.098089
  0.993286,  -0.222487,  -0.100775
  1.000488,  -0.203076,  -0.091864
  0.990478,  -0.213453,  -0.093206
  0.986571,  -0.218458,  -0.103095
  0.977904,  -0.209180,  -0.100897
  0.972044,  -0.204541,  -0.105902
  0.974974,  -0.196606,  -0.110053
  0.977171,  -0.220289,  -0.116523
  0.976683,  -0.227614,  -0.111030
  0.966184,  -0.245559,  -0.104804
  0.977416,  -0.251541,  -0.110663
  0.983642,  -0.239822,  -0.107123
  0.981322,  -0.236770,  -0.105902
  0.987914,  -0.234450,  -0.113593
  0.978758,  -0.242019,  -0.112739
  0.969603,  -0.235671,  -0.099921
  0.966917,  -0.220533,  -0.098700
  0.969603,  -0.207837,  -0.103461
  0.966551,  -0.219191,  -0.114936
  0.965452,  -0.230544,  -0.104560
  0.974242,  -0.234572,  -0.101019
  0.971800,  -0.233474,  -0.114936
  0.977293,  -0.239089,  -0.115547
  0.975462,  -0.242874,  -0.120674
  0.976805,  -0.245682,  -0.117500
  0.962522,  -0.219069,  -0.105292
  0.976927,  -0.210889,  -0.107978
  0.981810,  -0.216139,  -0.105902
  0.986205,  -0.238723,  -0.106635
  0.993652,  -0.239211,  -0.103949
  0.991821,  -0.226149,  -0.097723
  0.986205,  -0.217237,  -0.102240
  0.984740,  -0.216017,  -0.101508
  0.979247,  -0.224806,  -0.102118
  0.978881,  -0.230544,  -0.103827
  0.991088,  -0.211622,  -0.103461
  0.992553,  -0.208570,  -0.106147
  0.987914,  -0.203565,  -0.106391
  0.977904,  -0.215406,  -0.117622
  0.975096,  -0.232131,  -0.119209
  0.984984,  -0.216139,  -0.108222
  0.983397,  -0.218824,  -0.109809
  0.982421,  -0.229201,  -0.112617
  0.979735,  -0.232131,  -0.115425
  0.990356,  -0.234084,  -0.109565
  0.978270,  -0.232009,  -0.108832
  0.980712,  -0.227126,  -0.098700
  0.983397,  -0.233962,  -0.102606
  0.987426,  -0.242263,  -0.104315
  0.987304,  -0.241531,  -0.109809
  0.978270,  -0.224562,  -0.099799
  0.975951,  -0.225172,  -0.100165
  0.969969,  -0.226515,  -0.114814
  0.960203,  -0.233718,  -0.118599
  0.955197,  -0.252274,  -0.114692
  0.958616,  -0.247513,  -0.116035
  0.956907,  -0.243362,  -0.110053
  0.959714,  -0.237869,  -0.109565
  0.962156,  -0.246048,  -0.120552
  0.960569,  -0.255570,  -0.129463
