  0.096380,   0.505951,   0.805164
  0.146921,   0.544772,   0.732772
  0.104682,   0.559543,   0.817616
  0.057804,   0.549655,   0.931636
  0.056461,   0.523653,   0.958249
  0.058903,   0.496063,   0.957395
  0.127510,   0.482024,   0.905634
  0.102606,   0.466520,   0.971068
  0.133858,   0.472014,   0.908686
  0.149973,   0.448697,   0.888665
  0.130806,   0.414393,   0.942746
  0.165354,   0.426601,   0.877678
  0.154001,   0.430019,   0.906366
  0.159739,   0.343954,   0.940304
  0.158762,   0.367271,   0.922603
  0.147531,   0.365806,   0.918452
  0.143625,   0.366539,   0.920894
  0.139352,   0.339315,   0.931636
  0.141061,   0.315388,   0.913569
  0.130074,   0.296710,   0.891717
  0.121284,   0.310505,   0.900385
  0.116157,   0.335775,   0.941647
  0.127144,   0.313068,   0.947995
  0.119331,   0.291705,   0.927730
  0.110786,   0.272539,   0.936520
  0.111030,   0.266068,   0.935177
  0.096014,   0.258133,   0.929439
  0.107245,   0.291216,   0.930782
  0.110786,   0.295733,   0.942135
  0.114936,   0.301349,   0.941403
  0.109443,   0.280596,   0.943234
  0.085882,   0.230422,   0.916499
  0.086614,   0.258255,   0.924556
  0.090399,   0.261430,   0.924800
  0.098822,   0.315388,   0.935421
  0.097845,   0.312702,   0.953977
  0.095892,   0.312336,   0.949216
  0.084905,   0.275468,   0.932369
  0.076482,   0.275346,   0.932979
  0.087713,   0.243728,   0.916865
  0.087835,   0.243118,   0.915522
  0.086126,   0.278398,   0.917109
  0.093084,   0.315998,   0.937862
  0.089056,   0.310139,   0.938839
  0.092108,   0.273637,   0.925044
  0.097235,   0.242019,   0.912470
  0.100409,   0.261552,   0.913935
  0.095892,   0.267289,   0.920283
  0.082341,   0.324910,   0.931514
  0.085149,   0.305133,   0.918452
  0.079167,   0.281694,   0.908198
  0.086980,   0.300250,   0.908442
  0.083806,   0.312946,   0.914912
  0.076238,   0.292559,   0.918574
  0.079412,   0.315144,   0.921382
  0.086736,   0.291705,   0.909540
  0.084661,   0.307575,   0.923946
  0.077092,   0.311726,   0.921992
  0.080876,   0.295855,   0.919429
  0.079167,   0.305377,   0.915522
  0.074162,   0.313557,   0.919307
  0.073796,   0.335653,   0.922603
  0.066960,   0.323567,   0.921870
  0.065128,   0.314045,   0.926998
  0.068425,   0.318806,   0.926875
  0.068791,   0.333578,   0.934688
  0.073552,   0.323689,   0.935787
  0.071355,   0.312214,   0.925166
  0.064518,   0.305011,   0.904413
  0.059147,   0.333700,   0.909418
  0.061832,   0.341390,   0.913203
  0.063786,   0.341757,   0.910395
  0.069035,   0.301349,   0.911372
  0.086980,   0.305011,   0.910395
  0.078923,   0.318562,   0.906000
  0.083074,   0.295001,   0.896478
  0.076970,   0.300739,   0.908808
  0.075505,   0.329061,   0.927486
  0.071355,   0.307087,   0.910639
  0.072941,   0.308307,   0.908686
  0.069645,   0.303668,   0.914790
  0.074284,   0.332113,   0.933956
  0.087591,   0.307453,   0.923946
  0.091009,   0.309162,   0.921138
  0.080022,   0.322224,   0.921992
  0.073308,   0.300983,   0.913325
  0.071721,   0.294879,   0.911372
  0.074528,   0.314411,   0.925655
  0.074773,   0.315876,   0.926021
  0.079900,   0.311604,   0.924556
  0.076848,   0.303668,   0.923091
  0.073430,   0.311726,   0.921016
  0.089056,   0.279741,   0.906977
  0.078313,   0.278032,   0.898920
  0.073308,   0.312824,   0.912470
  0.084417,   0.321126,   0.919673
  0.083806,   0.296832,   0.914423
  0.090276,   0.309528,   0.923823
  0.085638,   0.323933,   0.927486
  0.082219,   0.311726,   0.927608
  0.069157,   0.305744,   0.925411
  0.078923,   0.331624,   0.932003
  0.086248,   0.333822,   0.953732
  0.087835,   0.349570,   0.963743
  0.091497,   0.436489,   0.994751
  0.077458,   0.578465,   1.036013
  0.040591,   0.689068,   0.991088
  0.055484,   0.717512,   1.011231
  0.113349,   0.718611,   0.994751
  0.110175,   0.718367,   1.005982
  0.091131,   0.707380,   1.026613
  0.067570,   0.676494,   0.992187
  0.045230,   0.800769,   0.893670
